code_exp;code_clt;date_fac;num_fac;mnt_ttc;mnt_ht
5601;32;26/03/2010;535869;61.9300;51.7800
5601;32;01/04/2010;973952;723.9500;605.3100
5601;32;23/04/2010;538167;58.6600;49.0500
5601;32;01/05/2010;974528;774.7800;647.8100
5601;32;21/05/2010;540655;58.6600;49.0500
5601;32;01/06/2010;974917;797.4900;666.8000
5601;32;18/06/2010;543246;58.6600;49.0500
5601;32;01/07/2010;975329;856.3400;716.0000
5601;32;30/07/2010;547943;99.7200;85.5000
5601;32;02/08/2010;975838;1123.0900;939.0400
5601;32;27/08/2010;549873;86.5500;73.8400
5601;32;01/09/2010;976240;813.6100;680.2800
5601;32;24/09/2010;551926;61.1900;51.1600
5601;32;01/10/2010;976630;875.4700;732.0000
5601;32;22/10/2010;554553;61.1900;51.1600
5601;32;01/11/2010;977147;818.3700;684.2600
5601;32;19/11/2010;557020;64.5800;54.0000
5601;32;01/12/2010;977510;856.4400;716.0900
5601;32;31/12/2010;561743;74.3900;63.6700
5601;32;01/01/2011;977872;997.0800;833.6800
5601;32;28/01/2011;564093;61.1900;51.1600
5601;32;01/02/2011;978369;806.0100;673.9200
5601;32;25/02/2011;566855;61.1900;51.1600
5601;32;01/03/2011;978764;815.8900;682.1800
5601;32;25/03/2011;568533;61.1900;51.1600
5601;32;01/04/2011;979174;815.8900;682.1800
5601;32;22/04/2011;571261;61.1900;51.1600
5601;32;02/05/2011;979701;838.3700;700.9800
5601;32;20/05/2011;573703;61.1900;51.1600
5601;32;01/06/2011;980118;838.3700;700.9800
5601;32;17/06/2011;576238;74.7900;62.5300
5601;32;01/07/2011;980546;903.1100;755.1100
5601;32;29/07/2011;581205;114.5100;97.9600
5601;32;01/08/2011;981082;1115.2100;932.4500
5601;32;26/08/2011;582828;74.8100;62.5500
5601;32;01/09/2011;981493;878.6100;734.6200
5601;32;23/09/2011;585252;71.2600;59.5800
5601;32;01/10/2011;981920;878.6100;734.6200
5601;32;21/10/2011;587999;64.1300;53.6200
5601;32;01/11/2011;982455;878.6100;734.6200
5601;32;18/11/2011;590540;64.1300;53.6200
5601;32;01/12/2011;982878;878.6100;734.6200
5601;32;30/12/2011;595467;64.1300;53.6200
5601;32;02/01/2012;983289;1128.8200;943.8300
5601;32;27/01/2012;597478;64.1300;53.6200
5601;32;01/02/2012;983822;1028.4500;859.9100
5601;32;24/02/2012;599943;64.1300;53.6200
5601;32;01/03/2012;984249;1087.4600;909.2500
5601;32;23/03/2012;602323;89.6300;74.9400
5601;32;02/04/2012;984667;976.6300;816.5800
5601;32;20/04/2012;605049;64.1300;53.6200
5601;32;01/05/2012;985186;976.6300;816.5800
5601;32;25/05/2012;608177;64.1300;53.6200
5601;32;01/06/2012;985589;1099.1000;918.9800
5601;32;22/06/2012;610950;74.6000;63.1500
5601;32;02/07/2012;986029;1043.7300;872.6800
5601;32;20/07/2012;613585;67.2400;56.2200
5601;32;01/08/2012;986571;1043.3400;872.3600
5601;32;31/08/2012;618505;103.5900;88.3100
5601;32;01/09/2012;987000;1252.1600;1046.9600
5601;32;28/09/2012;621438;67.2400;56.2200
5601;32;01/10/2012;987416;1105.8300;924.6100
5601;32;26/10/2012;622899;67.2400;56.2200
5601;32;01/11/2012;987956;1056.3000;883.1900
5601;32;23/11/2012;625642;67.2400;56.2200
5601;32;01/12/2012;988382;1230.2400;1028.6300
5601;32;21/12/2012;628431;71.1700;59.5100
5601;32;01/01/2013;988848;1171.5900;979.5900
5601;32;18/01/2013;630956;71.1700;59.5100
5601;32;01/02/2013;989399;1111.4500;929.3100
5601;32;15/02/2013;633892;71.1700;59.5100
5601;32;01/03/2013;989861;1171.5900;979.5900
5601;32;29/03/2013;639228;83.3400;70.5800
5601;32;01/04/2013;990326;1195.6400;999.7000
5601;32;26/04/2013;640867;83.3400;70.5800
5601;32;01/05/2013;990886;839.5000;701.9200
5601;32;24/05/2013;643159;71.1700;59.5100
5601;32;29/05/2013;645348;191.8000;160.3700
5601;32;01/06/2013;991353;2203.6300;1842.5000
5601;32;21/06/2013;646053;95.0900;79.5100
5601;32;01/07/2013;991823;2392.6000;2000.5000
5601;32;19/07/2013;648611;83.3400;70.5800
5601;32;01/08/2013;992379;1582.7700;1323.3900
5601;32;30/08/2013;653585;75.3100;62.9700
5601;32;02/09/2013;992836;1600.7100;1338.3900
5601;32;27/09/2013;656088;71.1700;59.5100
5601;32;01/10/2013;993324;1815.4600;1517.9400
5601;32;25/10/2013;658004;95.0900;79.5100
5601;32;28/10/2013;40988;23.9200;20.0000
5601;32;01/11/2013;993905;1735.8600;1451.3900
5601;32;22/11/2013;660575;87.7100;73.3400
5601;32;02/12/2013;994391;1688.0200;1411.3900
5601;32;20/12/2013;663141;85.3200;71.3400
5601;32;01/01/2014;994803;1693.6700;1411.3900
5601;32;31/01/2014;667987;71.4100;59.5100
5601;32;01/02/2014;995346;1775.2900;1479.4100
5601;32;28/02/2014;670823;71.4100;59.5100
5601;32;01/03/2014;995784;1693.6700;1411.3900
5601;32;28/03/2014;673342;71.4100;59.5100
5601;32;01/04/2014;996227;1693.6700;1411.3900
5601;32;25/04/2014;675437;71.4100;59.5100
5601;32;01/05/2014;996770;1693.6700;1411.3900
5601;32;23/05/2014;677696;71.4100;59.5100
5601;32;02/06/2014;997218;1693.6700;1411.3900
5601;32;20/06/2014;680580;85.6100;71.3400
5601;32;01/07/2014;997665;1703.2700;1419.3900
5601;32;18/07/2014;683094;75.5600;62.9700
5601;32;01/08/2014;998199;1700.8700;1417.3900
5601;32;29/08/2014;688216;71.4100;59.5100
5601;32;01/09/2014;998650;1714.6000;1428.8300
5601;32;26/09/2014;690399;71.4100;59.5100
5601;32;01/10/2014;999129;1697.7700;1414.8100
5601;32;24/10/2014;692496;71.4100;59.5100
5601;32;01/11/2014;999640;1786.5700;1488.8100
5601;32;21/11/2014;695398;71.4100;59.5100
5601;32;01/12/2014;950085;1858.5700;1548.8100
5601;32;19/12/2014;697977;136.0100;113.3400
5601;32;01/01/2015;950573;1704.9700;1420.8100
5601;32;30/01/2015;702839;88.0100;73.3400
5601;32;02/02/2015;951170;2214.2800;1845.2300
5601;32;27/02/2015;705599;88.0100;73.3400
5601;32;02/03/2015;951668;1315.3200;1096.1000
5601;32;27/03/2015;707634;71.4100;59.5100
5601;32;01/04/2015;952166;1134.0500;945.0400
5601;32;24/04/2015;709795;71.4100;59.5100
5601;32;01/05/2015;952742;1134.0500;945.0400
5601;32;22/05/2015;712520;85.6100;71.3400
5601;32;01/06/2015;953230;1134.0500;945.0400
5601;32;19/06/2015;715094;85.6100;71.3400
5601;32;01/07/2015;953766;1155.6500;963.0400
5601;32;31/07/2015;719885;147.8200;123.1800
5601;32;01/08/2015;954342;1171.2800;976.0700
5601;32;28/08/2015;722371;71.4100;59.5100
5601;32;01/09/2015;954812;1203.2600;1002.7200
5601;32;25/09/2015;724418;71.4100;59.5100
5601;32;01/10/2015;955346;1247.3000;1039.4200
5601;32;23/10/2015;726842;85.6100;71.3400
5601;32;02/11/2015;955936;1175.3000;979.4200
5601;32;20/11/2015;729518;99.8200;83.1800
5601;32;01/12/2015;956427;1175.3000;979.4200
5601;32;31/12/2015;733610;71.4100;59.5100
5601;32;01/01/2016;960015;1413.8000;1178.1700
5601;32;28/01/2016;737772;88.0100;73.3400
5601;32;01/02/2016;960630;1423.5000;1186.2500
5601;32;25/02/2016;740128;85.6100;71.3400
5601;32;01/03/2016;961158;1326.3000;1105.2500
5601;32;24/03/2016;741995;85.6100;71.3400
5601;32;01/04/2016;961703;1326.3000;1105.2500
5601;32;21/04/2016;744504;71.4100;59.5100
5601;32;02/05/2016;962319;1326.3000;1105.2500
5601;32;19/05/2016;746847;85.6100;71.3400
5601;32;01/06/2016;962867;1490.9900;1242.4900
5601;32;29/06/2016;751112;71.4100;59.5100
5601;32;01/07/2016;963454;1411.8100;1176.5100
5601;32;27/07/2016;753439;71.4100;59.5100
5601;32;01/08/2016;964061;1412.1000;1176.7500
5601;32;24/08/2016;755278;85.6100;71.3400
5601;32;01/09/2016;964610;1412.1000;1176.7500
5601;32;21/09/2016;757741;71.4100;59.5100
5601;32;01/10/2016;965182;1412.1000;1176.7500
5601;32;19/10/2016;760344;71.4100;59.5100
5601;32;01/11/2016;965798;1412.1000;1176.7500
5601;32;30/11/2016;764880;57.2200;47.6800
5601;32;01/12/2016;966367;1419.3200;1182.7700
5601;32;28/12/2016;766876;57.2200;47.6800
5601;32;02/01/2017;968014;1340.1000;1116.7500
5601;32;25/01/2017;770735;71.4100;59.5100
5601;32;01/02/2017;968663;1340.1000;1116.7500
5601;32;23/02/2017;773677;99.8200;83.1800
5601;32;01/03/2017;969213;1412.1000;1176.7500
5601;32;20/03/2017;775468;71.4100;59.5100
5601;32;01/04/2017;969817;1340.1000;1116.7500
5601;32;17/04/2017;778151;71.4100;59.5100
5601;32;01/05/2017;970451;1430.1000;1191.7500
5601;32;29/05/2017;782380;128.2100;106.8400
5601;32;01/06/2017;971018;1340.1200;1116.7700
5601;32;26/06/2017;784114;71.4100;59.5100
5601;32;01/07/2017;971610;1480.3400;1233.6200
5601;32;24/07/2017;786685;128.2100;106.8400
5601;32;01/08/2017;972221;1695.9400;1413.2800
5601;32;21/08/2017;788993;71.4100;59.5100
5601;32;01/09/2017;972779;1384.1300;1153.4400
5601;32;18/09/2017;791558;71.4100;59.5100
5601;32;02/10/2017;973370;1384.1400;1153.4500
5601;32;30/10/2017;795543;71.4100;59.5100
5601;32;01/11/2017;973989;1429.7500;1191.4600
5601;32;30/11/2017;798765;71.4100;59.5100
5601;32;01/12/2017;974550;1384.1300;1153.4400
5601;32;28/12/2017;801085;71.4100;59.5100
5601;32;01/01/2018;976013;1384.1300;1153.4400
5601;32;25/01/2018;804728;71.4100;59.5100
5601;32;01/02/2018;976623;1185.5400;987.9500
5601;32;19/02/2018;807007;71.4100;59.5100
5601;32;01/03/2018;977176;1185.5400;987.9500
5601;32;19/03/2018;809367;71.4100;59.5100
5601;32;02/04/2018;977721;1185.5400;987.9500
5601;32;07/08/2017;59411;128.6200;107.1800
5601;32;30/04/2018;813594;85.6100;71.3400
5601;32;01/05/2018;978322;1185.5400;987.9500
5601;32;28/05/2018;815522;85.6100;71.3400
5601;32;01/06/2018;978864;1185.5400;987.9500
5601;32;25/06/2018;817882;157.6100;131.3400
5601;32;02/07/2018;979401;1185.8800;988.2300
5601;32;23/07/2018;820292;57.2200;47.6800
5601;32;18/02/2019;840808;71.4100;59.5100
5601;32;01/08/2018;979984;1185.8800;988.2300
5601;32;20/08/2018;822615;71.4100;59.5100
5601;32;01/09/2018;980526;1185.8800;988.2300
5601;32;17/09/2018;825142;85.6100;71.3400
5601;32;01/10/2018;981110;1185.8800;988.2300
5601;32;29/10/2018;829141;114.0100;95.0100
5601;32;01/11/2018;981737;1185.8800;988.2300
5601;32;26/11/2018;830956;71.4100;59.5100
5601;32;01/12/2018;982301;1185.8800;988.2300
5601;32;24/12/2018;833497;85.6100;71.3400
5601;32;01/01/2019;984023;1185.8800;988.2300
5601;32;21/01/2019;838250;71.4100;59.5100
5601;32;19/08/2019;856531;71.4100;59.5100
5601;32;01/02/2019;984648;1185.8800;988.2300
5601;32;02/09/2019;989007;1510.1000;1258.4200
5601;32;01/03/2019;985242;1185.8800;988.2300
5601;32;30/09/2019;860947;99.8200;83.1800
5601;32;18/03/2019;843308;71.4100;59.5100
5601;32;01/10/2019;989643;1509.0100;1257.5100
5601;32;01/04/2019;985854;1185.8800;988.2300
5601;32;28/10/2019;862698;85.6100;71.3400
5601;32;01/11/2019;990321;1322.9900;1102.4900
5601;32;29/04/2019;847220;71.4100;59.5100
5601;32;01/05/2019;986508;1185.9000;988.2500
5601;32;25/11/2019;864846;85.6100;71.3400
5601;32;02/12/2019;990953;1322.9900;1102.4900
5601;32;27/05/2019;849376;71.4100;59.5100
5601;32;23/12/2019;867331;85.6100;71.3400
5601;32;01/06/2019;987123;1257.8800;1048.2300
5601;32;01/01/2020;992026;1372.7900;1143.9900
5601;32;24/06/2019;851703;71.4100;59.5100
5601;32;20/01/2020;872196;71.4100;59.5100
5601;32;01/07/2019;987744;1185.8800;988.2300
5601;32;01/02/2020;992741;1323.2200;1102.6800
5601;32;22/07/2019;854060;49.9900;41.6600
5601;32;17/02/2020;874789;71.4100;59.5100
5601;32;01/08/2019;988408;1222.2000;1018.5000
5601;37;01/10/2007;778112;847.5000;708.6100
5601;37;01/10/2007;920625;847.5000;708.6100
5601;37;01/01/2008;961617;816.9300;683.0500
5601;37;01/04/2008;963013;843.7300;705.4600
5601;37;01/07/2008;964387;643.0100;537.6300
5601;37;01/10/2008;965761;708.1600;592.1100
5601;37;01/01/2009;967159;707.4300;591.5000
5601;37;01/04/2009;968552;22.7600;19.0300
5601;42;01/10/2007;778112;1291.6800;1080.0000
5601;42;29/11/2019;866314;39.5500;32.9600
5601;42;31/05/2019;850596;38.6800;32.2300
5601;42;01/10/2007;920626;1291.6800;1080.0000
5601;42;01/01/2008;961618;1300.8200;1087.6400
5601;42;01/04/2008;963014;1322.6800;1105.9200
5601;42;26/04/2019;847221;38.6800;32.2300
5601;42;01/07/2008;964388;1285.9400;1075.2000
5601;42;01/10/2008;965762;1367.3300;1143.2500
5601;42;20/09/2019;859386;39.5500;32.9600
5601;42;01/10/2019;989688;2431.8700;2026.5600
5601;42;29/03/2019;845297;38.6800;32.2300
5601;42;18/10/2019;861689;39.5500;32.9600
5601;42;01/04/2019;985897;2340.6000;1950.5000
5601;42;01/01/2009;967160;1357.9700;1135.4300
5601;42;01/04/2009;968553;1417.0700;1184.8400
5601;42;23/08/2019;856888;39.5500;32.9600
5601;42;15/02/2019;840707;38.6800;32.2300
5601;42;01/07/2009;969934;1417.0700;1184.8400
5601;42;01/10/2009;971293;1441.8400;1205.5500
5601;42;18/01/2019;838139;38.6800;32.2300
5601;42;01/01/2010;972663;1555.3300;1300.4400
5601;42;01/04/2010;974097;1499.9600;1254.1500
5601;42;01/07/2010;975449;1499.9600;1254.1500
5601;42;21/12/2018;833270;37.5600;31.3000
5601;42;01/01/2019;984069;2272.4800;1893.7300
5601;42;01/10/2010;976750;1585.4100;1325.5900
5601;42;01/01/2011;977988;1620.4200;1354.8700
5601;42;01/04/2011;979290;1626.2700;1359.7600
5601;42;01/07/2011;980658;1609.9500;1346.1100
5601;42;23/11/2018;830835;37.5600;31.3000
5601;42;01/10/2011;982029;1687.2100;1410.7100
5601;42;02/01/2012;983393;1715.7200;1434.5500
5601;42;26/10/2018;828454;37.5600;31.3000
5601;42;02/04/2012;984770;1698.6200;1420.2500
5601;42;28/09/2018;827099;37.5600;31.3000
5601;42;01/10/2018;981156;2272.4800;1893.7300
5601;42;02/07/2012;986129;1687.2100;1410.7100
5601;42;01/10/2012;987512;1769.0000;1479.1000
5601;42;01/01/2013;988941;1893.8900;1583.5200
5601;42;31/08/2018;824425;37.5600;31.3000
5601;42;01/04/2013;990418;1893.8900;1583.5200
5601;42;01/07/2013;991909;1893.8900;1583.5200
5601;42;20/07/2018;820182;37.5600;31.3000
5601;42;01/10/2013;993412;2027.8600;1702.0900
5601;42;15/10/2013;40810;315.6500;263.9200
5601;42;01/01/2014;994890;2047.9700;1706.6400
5601;42;01/04/2014;996306;2047.8800;1706.5700
5601;42;22/06/2018;817755;37.5600;31.3000
5601;42;24/01/2020;872631;39.5500;32.9600
5601;42;26/07/2019;854761;39.5500;32.9600
5601;42;02/07/2018;979444;2272.4800;1893.7300
5601;42;01/07/2014;997736;1994.5100;1662.0900
5601;42;27/12/2019;868174;39.5500;32.9600
5601;42;28/06/2019;853156;38.6800;32.2300
5601;42;01/07/2019;987783;2340.6000;1950.5000
5601;42;01/10/2014;999201;2082.6700;1735.5600
5601;42;25/05/2018;815203;36.5300;30.4400
5601;42;01/01/2015;950642;2082.6700;1735.5600
5601;42;01/04/2015;952234;2082.6700;1735.5600
5601;42;01/07/2015;953834;2082.6700;1735.5600
5601;42;01/10/2015;955414;2157.2500;1797.7100
5601;42;01/01/2016;960080;2157.2500;1797.7100
5601;42;01/04/2016;961767;2157.2500;1797.7100
5601;42;01/07/2016;963513;2157.2500;1797.7100
5601;42;01/10/2016;965242;2221.8000;1851.5000
5601;42;02/01/2017;968072;2221.8000;1851.5000
5601;42;31/03/2017;777491;43.6400;36.3700
5601;42;01/04/2017;969870;2195.9300;1829.9400
5601;42;28/04/2017;780091;35.4800;29.5700
5601;42;19/05/2017;781112;48.4200;40.3500
5601;42;30/06/2017;785504;48.4200;40.3500
5601;42;01/07/2017;971657;2195.9300;1829.9400
5601;42;28/07/2017;787825;36.5400;30.4500
5601;42;25/08/2017;789517;35.4800;29.5700
5601;42;22/09/2017;792042;35.4800;29.5700
5601;42;02/10/2017;973421;2182.9900;1819.1600
5601;42;20/10/2017;794449;35.4800;29.5700
5601;42;17/11/2017;796849;35.4800;29.5700
5601;42;29/12/2017;801482;729.6000;608.0000
5601;42;01/01/2018;976060;2182.9900;1819.1600
5601;42;26/01/2018;805096;79.4500;66.2100
5601;42;23/02/2018;807615;35.4800;29.5700
5601;42;23/03/2018;809849;35.4800;29.5700
5601;42;02/04/2018;977766;2182.9900;1819.1600
5601;42;07/08/2017;59390;25.8700;21.5600
5601;42;20/04/2018;812324;35.4800;29.5700
5601;42;01/01/2020;992071;2431.8700;2026.5600
5601;42;21/02/2020;875221;39.5500;32.9600
5601;44;01/10/2007;778112;552.8000;462.2100
5601;44;01/10/2007;920627;552.8000;462.2100
5601;64;01/10/2007;778112;366.7900;306.6800
5601;64;01/10/2007;920628;366.7900;306.6800
5601;64;01/01/2008;961619;430.6600;360.0800
5601;64;01/04/2008;963015;375.5800;314.0300
5601;64;01/07/2008;964389;375.5800;314.0300
5601;64;01/10/2008;965763;403.1500;337.0800
5601;64;01/01/2009;967161;396.6100;331.6100
5601;64;01/04/2009;968554;437.6200;365.9000
5601;64;01/07/2009;969935;480.0100;401.3500
5601;64;01/10/2009;971294;445.0800;372.1400
5601;64;01/01/2010;972664;445.0800;372.1400
5601;64;01/04/2010;974098;445.0800;372.1400
5601;64;01/07/2010;975450;473.2000;395.6500
5601;64;01/10/2010;976751;464.2200;388.1400
5601;64;06/12/2010;778112;0.0000;0.0000
5601;64;13/12/2010;559476;154.7400;129.3800
5601;64;10/01/2011;562200;154.7400;129.3800
5601;64;07/02/2011;564949;154.7400;129.3800
5601;64;07/03/2011;567690;155.0700;129.6600
5601;64;04/04/2011;570441;154.7400;129.3800
5601;64;30/05/2011;575119;198.7400;166.1700
5601;64;27/06/2011;577184;154.7400;129.3800
5601;64;25/07/2011;579703;154.7400;129.3800
5601;64;22/08/2011;582104;154.7400;129.3800
5601;64;19/09/2011;584689;155.1200;129.7000
5601;64;17/10/2011;587545;154.7400;129.3800
5601;64;14/11/2011;590359;154.7400;129.3800
5601;64;28/11/2011;778112;0.0000;0.0000
5601;64;26/12/2011;593901;102.1000;85.3700
5601;64;23/01/2012;596430;102.1000;85.3700
5601;64;20/02/2012;599162;102.1000;85.3700
5601;64;19/03/2012;601772;114.0600;95.3700
5601;64;30/04/2012;606870;114.0600;95.3700
5601;64;21/05/2012;607625;102.1000;85.3700
5601;78;01/10/2007;778112;1218.4100;1018.7400
5601;78;01/10/2007;920629;1218.4100;1018.7400
5601;78;01/01/2008;961620;1283.5400;1073.1900
5601;78;01/04/2008;963016;1247.6600;1043.1900
5601;78;01/07/2008;964390;1247.6600;1043.1900
5601;78;01/10/2008;965764;1357.5300;1135.0600
5601;78;01/01/2009;967162;1383.2500;1156.5600
5601;78;01/04/2009;968555;1373.7100;1148.5900
5601;78;01/07/2009;969936;1373.7100;1148.5900
5601;78;01/10/2009;971295;1397.7700;1168.7000
5601;78;01/01/2010;972665;1465.9600;1225.7200
5601;78;01/04/2010;974099;1399.1500;1169.8600
5601;78;01/07/2010;975451;1475.6200;1233.8000
5601;78;01/10/2010;976752;1593.9100;1332.7000
5601;78;01/01/2011;977989;1577.2700;1318.7900
5601;78;01/04/2011;979291;1492.5200;1247.9300
5601;78;01/07/2011;980659;1533.9300;1282.5500
5601;78;01/10/2011;982030;1564.1600;1307.8300
5601;78;02/01/2012;983394;1607.5700;1344.1200
5601;78;02/04/2012;984771;1607.5700;1344.1200
5601;78;02/07/2012;986130;1580.4400;1321.4400
5601;78;01/10/2012;987513;1640.0400;1371.2700
5601;78;01/01/2013;988942;1448.7400;1211.3200
5601;78;01/04/2013;990419;1455.0400;1216.5900
5601;78;01/07/2013;991910;1398.3500;1169.1900
5601;78;01/10/2013;993413;1415.4900;1183.5200
5601;78;01/01/2014;994891;1466.6000;1222.1700
5601;78;01/04/2014;996307;1433.4700;1194.5600
5601;78;01/07/2014;997737;1420.2200;1183.5200
5601;78;01/10/2014;999202;1486.3000;1238.5800
5601;78;01/01/2015;950643;1513.8200;1261.5200
5601;78;01/04/2015;952235;223.5600;186.3000
5601;78;01/07/2015;778112;0.0000;0.0000
52501;96;31/03/1999;120028;118.3200;118.3200
52501;96;28/04/1999;121371;118.3200;118.3200
52501;96;30/08/2000;151676;146.7300;146.7300
52501;96;25/10/2000;154692;146.7300;146.7300
52501;96;29/11/2000;157244;156.2500;156.2500
52501;96;27/12/2000;158918;156.0000;156.0000
52501;96;17/01/2001;1713;69.0600;69.0600
52501;96;31/01/2001;161181;156.0000;156.0000
52501;96;28/02/2001;163012;161.0600;161.0600
52501;96;28/03/2001;164380;161.0600;161.0600
52501;96;25/04/2001;166236;161.0600;161.0600
52501;96;30/05/2001;168580;167.4500;167.4500
52501;96;27/06/2001;170037;167.4500;167.4500
52501;96;25/07/2001;171447;155.6500;155.6500
52501;96;29/08/2001;173909;155.6500;155.6500
52501;96;26/09/2001;175798;155.6500;155.6500
52501;96;31/10/2001;178298;155.6000;155.6000
52501;96;28/11/2001;179841;155.6000;155.6000
52501;96;26/12/2001;181328;155.9400;155.9400
52501;96;29/05/2002;191252;155.9400;155.9400
52501;96;26/06/2002;193082;155.9400;155.9400
52501;96;31/07/2002;195668;155.9400;155.9400
52501;96;28/08/2002;197129;155.9400;155.9400
52501;96;25/09/2002;198971;155.9400;155.9400
52501;96;30/10/2002;201605;155.9400;155.9400
52501;96;27/11/2002;203377;155.9400;155.9400
52501;96;25/12/2002;204931;156.2400;156.2400
52501;96;29/01/2003;207488;156.2400;156.2400
52501;96;26/02/2003;209482;156.2400;156.2400
52501;96;26/03/2003;211332;156.2400;156.2400
52501;96;30/04/2003;214439;156.2400;156.2400
52501;96;28/05/2003;215658;179.4600;179.4600
52501;96;25/06/2003;217795;198.1700;198.1700
52501;96;30/07/2003;220167;193.9300;193.9300
52501;96;27/08/2003;222147;193.9300;193.9300
52501;96;24/09/2003;223446;193.9300;193.9300
52501;96;29/10/2003;226112;211.9000;211.9000
52501;96;26/11/2003;228153;203.9500;203.9500
